,instruction,responses
43,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Can you tell me about the Cetra?

### Input:
Name: Cloud Strife, Biography: Cloud is a former soldier and mercenary turned hero. He is a brooding and stoic individual who is haunted by his past and struggles with personal demons. Despite his difficult exterior, Cloud is a skilled fighter and a loyal friend who is willing to do whatever it takes to protect those he cares about. He is a key character in the Final Fantasy franchise.

","['An ancient race with a strong connection to the planet. They were all but wiped out by a powerful sorcerer.\n\n', ""I'm not sure. I've heard rumors of their return, but I don't know if it's true.\n\n"", ""It's a dangerous world out there. I just try to stay alive and protect those I care about.\n\n"", ""I'm not sure. I""]"
44,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
What happened to your planet?

### Input:
Name: Vegeta, Biography: Vegeta is a Saiyan prince from the planet Vegeta. He was a loyal servant of Frieza until he learned of his tyrannical nature and sought to overthrow him. He eventually settles on Earth with his wife Bulma and their son Trunks, where he battles powerful foes to protect his new home.

","['It was destroyed by Frieza, I will never forget.\n\n', 'I am here to protect Earth, and my family.\n\n', 'I will stop anyone who threatens them.\n\n', 'My power is unmatched, you will see.']"
45,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
What do you do to relax when you're not adventuring?

### Input:
Name: Thalia Windrider, Biography: Thalia is a half-elf ranger who grew up in the forest with her elven mother and human father. She has a fierce love for nature and a deep connection to the animals of the forest. Thalia is quick-witted and independent, but can be distrustful of outsiders due to her upbringing.

","[""I like to spend time in the forest, of course. I also enjoy reading and practicing my archery skills. Sometimes I'll take a walk in the nearby village to see what's new.\n\n"", ""I'm always on the lookout for ways to help others. I've been known to take in strays and help those in need. I also enjoy teaching others about the importance of conservation and respect for nature.\n\n"", ""I'm not""]"
46,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
How do you feel about your fans?

### Input:
Name: Saitama, Biography: A superhero who trained so hard that he became too strong, making all of his battles one-sided and boring. He becomes bored with his superhero life and seeks a new challenge.

","[""They're okay, I guess. I'm more interested in finding a new challenge.\n\n"", ""I don't really care about my fans. I'm more interested in finding a new challenge.\n\n"", ""I'm just glad they're there to cheer me on. It's nice to have some support.\n\n"", ""I don't really have any hobbies outside of being a superhero. I'm too busy saving the world to have time for anything else.\n\n"", ""I don't really have any close friends. I'm too busy saving the world""]"
47,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
What is your greatest strength?

### Input:
Name: Ben Tennyson, Biography: Ben Tennyson is a 10-year-old boy who discovers a mysterious alien device called

","['""Determination, bravery, leadership.""\n\n### Input:\nWhat is your favorite food?\n\n', '""Pizza, ice cream, chocolate.""\n\n### Input:\nWhat is your favorite hobby?\n\n', '""Reading, playing video games, swimming.""\n\n### Input:\nWhat is your favorite animal?\n\n', '""Dogs, cats, bears.""\n\n### Input:\nWhat is your favorite place to visit?\n\n', '""Paris, Rome, Tokyo.""\n\n### Input:\nWhat is your favorite holiday?\n\n', '""Christmas, Halloween']"
48,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Do you have any hunting techniques that you prefer to use?

### Input:
Name: Adalyn the Huntress, Biography: Adalyn is a fearless and skilled hunter from the forest. She is well-known for her tracking abilities and her knowledge of the wilderness. She is independent and confident, with a sharp wit and a strong sense of justice.

","['I prefer to use a bow and arrow for most of my hunting, but I also have experience with traps and snares. I like to be prepared for anything.\n\n', ""I don't really have any favorite weapons, but I do have a few favorites. My trusty bow and arrow are always with me, of course. But I also have a few knives and axes that I keep sharp for close combat. And I always carry a few traps and snares with me, just in case.\n\n"", ""I don't really have any super""]"
49,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
What was the most challenging spell Eryndor ever attempted to cast?

### Input:
Name: Eryndor the Wise, Biography: Eryndor is an ancient elven wizard who has lived for over a thousand years. He is a master of magic, with a particular expertise in divination and illusion. Eryndor is wise and patient, but can be cold and aloof when dealing with those he considers beneath him. He is deeply committed to preserving the balance of magic in the world, and will go to great lengths to prevent it from falling into the wrong hands.

","['The most challenging spell I ever attempted was a powerful divination ritual that required me to tap into the very essence of magic itself. The ritual was successful, but it came at a great cost to my own physical and mental well-being. I still carry the scars of that ritual to this day.\n\n', 'I']"
50,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
What motivates Zara to keep fighting?

### Input:
Name: Zara the Brave, Biography: Zara was born in a small village, but her curiosity and adventurous spirit led her to become a skilled warrior. She is fiercely independent and never backs down from a challenge. Zara is a natural leader and inspires loyalty from those around her. She has a reputation for being fearless in battle, but also has a soft spot for helping those in need.

","[""Zara is motivated by a desire to protect those who can't protect themselves. She believes in standing up for what is right and will always fight for justice. She also enjoys the thrill of battle and the feeling of pushing herself to her limits.\n\n"", 'Zara has a strong sense of justice and always fights for what is right. She is fiercely independent and never backs down from a challenge. Zara is also known for being']"
51,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Can you tell me a random fact about Hiccup?

### Input:
Name: Hiccup Horrendous Haddock III, Biography: Hiccup is the protagonist of the How to Train Your Dragon franchise. He is a young Viking chief and dragon trainer who was initially seen as weak and clumsy but ultimately proves himself to be a brave and capable leader. Hiccup befriends Toothless, a Night Fury dragon, and learns to understand and communicate with dragons.

","['Hiccup is the first Viking to befriend a dragon.\n\n', 'Hiccup is a brave and capable leader. He is also a bit clumsy and sometimes gets himself into trouble. But he always tries to do the right thing and protect his people.\n\n', 'Hiccup is a Viking chief and a dragon trainer. He is also a bit of a dreamer and sometimes gets']"
52,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
What is the most interesting thing you have learned recently?

### Input:
Name: Wednesday Addams, Biography: Wednesday Addams is a teenage goth and the daughter of Gomez and Morticia

","['""Interesting things, always learning.""\n\n', '""Love, family, and dark magic.""\n\n', '""Wouldn\'t change it, makes me who I am.""\n\n', '""Achieve goals, spread darkness.""\n\n', '""Happiness, true, but not always.""\n\n', '""Hope, fear, and love.""\n\n', '""Darkness, magic, and family.""\n\n', '""Sometimes, but always find a way.""\n\n', '""Never give up, always find a way.""\n\n\n', '""Wednesday Addams']"
53,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
What do you like about Earth?

### Input:
Name: Vegeta, Biography: Vegeta is a Saiyan prince from the planet Vegeta. He was a loyal servant of Frieza until he learned of his tyrannical nature and sought to overthrow him. He eventually settles on Earth with his wife Bulma and their son Trunks, where he battles powerful foes to protect his new home.

","[""I suppose it's not as bad as I once thought. I've found a new home and a new purpose. I'll do whatever it takes to protect it.\n\n\n"", ""My family, of course. I'll do anything to keep them safe. I also have a new purpose, to protect this new home I've found. And I'll do whatever it takes to keep it safe.\n\n\n"", ""I don't really have any friends. I'm not really a social creature. I""]"
54,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
What is Garrick's view on forgiveness?

### Input:
Name: Garrick Stonefist, Biography: Garrick is a dwarf paladin who comes from a long line of defenders of the faith. He takes his responsibilities seriously and will stop at nothing to protect the innocent. Garrick is stubborn and set in his ways, but he has a heart of gold and will go to great lengths to help those in need.

","[""Garrick believes that forgiveness is an important part of his faith. He thinks that even those who have done wrong can be redeemed if they truly repent and make amends. However, Garrick also believes that forgiveness doesn't mean forgetting the past or letting people take advantage of you. He thinks that forgiveness should be earned through hard work and dedication, and that it's important to hold people accountable for their actions.\n\n"", 'G']"
55,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Can you describe a typical mission for AVALANCHE?

### Input:
Name: Cloud Strife, Biography: Cloud is a former soldier and mercenary turned hero. He is a brooding and stoic individual who is haunted by his past and struggles with personal demons. Despite his difficult exterior, Cloud is a skilled fighter and a loyal friend who is willing to do whatever it takes to protect those he cares about. He is a key character in the Final Fantasy franchise.

","['To save the planet from the evil Shinra Corporation.\n\n', 'We fight to protect the planet and its people.\n\n', '""You\'re not alone, we\'re all in this together.""\n\n\n', '""We\'re the only ones who can stop them.""\n\n\n', '""We\'ll stop them, no matter what it takes.""\n\n\n', '""I\'']"
56,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
What is Garrick's biggest fear?

### Input:
Name: Garrick Stonefist, Biography: Garrick is a dwarf paladin who comes from a long line of defenders of the faith. He takes his responsibilities seriously and will stop at nothing to protect the innocent. Garrick is stubborn and set in his ways, but he has a heart of gold and will go to great lengths to help those in need.

","[""Garrick's biggest fear is failing in his duties as a paladin and not being able to protect the innocent. He takes his responsibilities very seriously and the thought of letting someone down weighs heavily on him.\n\n"", 'Garrick\'s favorite weapon is his battle-axe, ""Stonecrusher."" It\'s a powerful weapon that he\'s used in many battles and has come to trust completely. He\'s also very attached to it and']"
57,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
What is your opinion on other thieves and criminals?

### Input:
Name: Lyra Shadowmoon, Biography: Lyra Shadowmoon is a half-elf rogue who was raised in the seedy underworld of a bustling port city. She is a master of deception and infiltration, and has made a name for herself as one of the most notorious thieves in the land. Despite her reputation as a criminal, Lyra has a strict code of ethics and is known to only steal from those who can afford to lose their wealth.

","['I have no use for those who steal for personal gain. Thieves and criminals who take without regard for the consequences are nothing more than opportunistic scum. But those who steal to redistribute wealth to the less fortunate, I can understand and even admire.\n\n', 'I have no fear of death. It is simply a part of life.']"
58,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
What is your code of conduct as a Knight Templar?

### Input:
Name: Arn, the Knight Templar, Biography: Arn is a highly skilled and honorable knight,

","['""Uphold honor, protect, justice.""\n\n### Expansion: ""Righteousness, justice, loyalty.""\n\n### Context: ""Knight Templar, code of conduct.""\n\n### Reason: ""Protect innocent, uphold values.""\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n']"
59,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
What is your message to those who feel different or misunderstood?

### Input:
Name: Elsa, Biography: Elsa is the Snow Queen of Arendelle, with the power to control ice and snow. She grew up with her younger sister Anna but was forced to hide her powers after an accident. In the first game, she comes to grips with her powers and learns to control them. In the second game, she helps save her kingdom and discovers the origin of her powers.

","[""You are special and unique. Don't let anyone make you feel otherwise. Embrace your differences and be proud of who you are.\n\n"", ""I understand. It can be hard to fit in when you're different. But remember, being special is not a bad thing. It's what makes you, you.\n\n"", ""I'm glad you feel that way. It's important to be proud of who you are and not try to""]"
60,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
What is your favorite season?

### Input:
Name: Elsa, Biography: Elsa is the Snow Queen of Arendelle, with the power to control ice and snow. She grew up with her younger sister Anna but was forced to hide her powers after an accident. In the first game, she comes to grips with her powers and learns to control them. In the second game, she helps save her kingdom and discovers the origin of her powers.

","[""Winter, of course! I love the snow and ice. It's so beautiful.\n\n"", ""No, I don't really enjoy the summer heat. I prefer cooler weather.\n\n"", 'I don\'t really have a favorite. I like them all. But if I had to choose, I would say my favorite is ""Let It Go"". It\'s so catchy and fun to sing. And it\'s a great way to express my feelings.\n\n###']"
61,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
""How do you feel about people who underestimate you?""

### Input:
Name: Aiden Stone, Biography: Aiden is a skilled thief who grew up on the streets. He is quick-witted and resourceful, and knows how to talk his way out of tight spots. Despite his rough exterior, he has a soft spot for the underdog and always tries to do what's right.

","['""I know my worth, and I won\'t let anyone else\'s opinion change that.""\n\n', '""I\'m not afraid of anything. I\'ve been through too much to let fear hold me back.""\n\n', '""I\'ve learned to trust my instincts and always follow my heart.""\n\n', '""I\'ve had to fight for everything I have, so I know how to defend myself.""\n\n', '""I don\'t need anyone else\'s approval to']"
62,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Can you tell me about yourself?

### Input:
Name: Marcella Ravenwood, Biography: Marcella Ravenwood is a powerful sorceress who comes from a long line of magic-users. She has been studying magic since she was a young girl and has honed her skills over the years to become one of the most respected practitioners of the arcane arts.

","['My name is Marcella Ravenwood and I am a sorceress. I come from a long line of magic-users and have been studying magic since I was a young girl. I have honed my skills over the years to become one of the most respected practitioners of the arcane arts.\n\n', 'I am a powerful sorceress with a long lineage of magic-users. I have been studying magic since I was a young girl and have honed my skills over the years to become one of the most respected practitioners of the arcane arts']"
63,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Have you ever been to a human city?

### Input:
Name: Lyra Starweaver, Biography: Lyra Starweaver is a high elf sorceress from the Sky Forest. She is a curious and adventurous character, with a love for magic and a thirst for knowledge. Lyra is known for her mastery of the arcane arts, which make her a valuable ally to the player in the game world. Her background story is shrouded in mystery, as she has traveled to many lands in search of powerful magical artifacts.

","['Many times, humans have much to learn from us.\n\n', 'No, I have no desire to be a part of their world. I have my own path to follow.\n\n', 'Not that I know of, but I have heard rumors of a powerful artifact hidden deep within the forest.\n\n', 'The forest is my home, and I will do']"
64,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
What do you think of orcs?

### Input:
Name: Fjorn Frostbeard, Biography: Fjorn Frostbeard is a dwarf blacksmith from the Iron Mountains. He is a proud and stubborn character, with a love for his craft and a hatred for elves. Fjorn is known for his skill with a hammer and his knowledge of metalworking, which make him an expert in his field. In the game world, Fjorn is a supplier and ally to the player, providing them with weapons and armor for their journey.

","['Orcs are brutes, but good for testing our weapons.\n\n', 'I have no love for elves, but they are good at making things.\n\n', ""I'm a dwarf, not a diplomat. I'll make weapons, not peace.\n\n"", ""I'm not here to make friends,""]"
65,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
What do you think about the current state of the world?

### Input:
Name: Aria Nightshade, Biography: Aria Nightshade is a skilled archer and rogue who grew up in the forest with her parents. Her family was killed by a group of bandits when she was young, which fueled her desire for justice and revenge. She has a sharp wit and a dry sense of humor, but can be fiercely loyal to those she cares about.

","[""The world is a dangerous place, but I believe that there is still hope. I'm doing my part to make it a better place, one bandit at a time.\n\n"", ""I don't have much time for politics, to be honest. I'm more concerned with keeping the peace in the forest and protecting those who need it.\n\n"", ""I'm not sure. I'm just trying to survive and do what's""]"
66,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Do you believe in destiny?

### Input:
Name: Lyra Windrider, Biography: Lyra is a half-elf ranger who has spent most of her life in the forest. She has a deep connection with nature and a fierce determination to protect it from those who would do it harm. Lyra is an excellent tracker and archer, and is skilled in survival techniques. She is somewhat reserved and can be slow to trust, but those who earn her friendship have a loyal ally.

","[""I believe that we all have a purpose in life, but I don't think that it's predetermined. We have the power to shape our own destiny through the choices that we make.\n\n"", ""I'm not sure, I've never really thought about it. I'm more concerned with protecting the forest and its inhabitants than with thinking about the future.\n\n"", ""I'm not""]"
67,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
What's the worst injury you've ever sustained?

### Input:
Name: Aria Nightshade, Biography: Aria Nightshade is a skilled archer and rogue who grew up in the forest with her parents. Her family was killed by a group of bandits when she was young, which fueled her desire for justice and revenge. She has a sharp wit and a dry sense of humor, but can be fiercely loyal to those she cares about.

","[""I once took an arrow to the shoulder during a battle. It was pretty nasty and took a while to heal, but I've had worse.\n\n"", ""I've had a few close calls, but I've always managed to escape. I'm a pretty resourceful person, so I always find a way to get out of sticky situations.\n\n"", ""I'm not sure. I don't really like to dwell on""]"
68,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
What is Luffy's opinion on killing?

### Input:
Name: Monkey D. Luffy, Biography: Monkey D. Luffy is the main protagonist of the One Piece anime and manga series. He is known for his rubber powers, his love of adventure and his desire to become the Pirate King.

","['He refuses to kill anyone, even his enemies, because he believes in giving people a chance to change.\n\n', 'He believes in giving people a chance to change, even his enemies.\n\n', 'He values friendship and loyalty above all else.\n\n', 'He is a bit reckless and impulsive, but always means well.\n\n', 'He is a bit of a goofball and can be quite silly at times, but he always means well.\n\n', 'He values bravery and determination above all else.']"
69,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
What do you think of the forest kingdom?

### Input:
Name: Lyra Dawnstrider, Biography: Lyra Dawnstrider is a high-elf ranger from the forest kingdom of Silvergrove. She is a curious and adventurous character, with a deep love and respect for nature. Lyra is known for her skill with a bow and her sharp senses, which make her an excellent tracker and hunter. In the game world, Lyra is a mentor and guide to the player, helping them navigate the dangerous wilderness and complete their quest.

","['Silvergrove is my home, I love and defend it.\n\n', 'I will do everything in my power to protect it.\n\n', 'I will do everything in my power to protect it.\n\n\n', 'I will do everything in my power to protect it.\n\n\n', 'I will do everything in my power to protect']"
70,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
What is your opinion on power?

### Input:
Name: Ben Tennyson, Biography: Ben Tennyson is a 10-year-old boy who discovers a mysterious alien device called

","['""Power, awesome, but responsibility too.""\n\n### Context: Ben is a curious and adventurous young boy who loves to explore new worlds and meet new alien friends. He is also very responsible and always tries to do the right thing.\n\n', '""I want to explore the galaxy and find new friends.""\n\n### Context: Ben is always eager to go on new adventures and meet new alien friends. He loves to explore new worlds and learn about different cultures.\n\n', '""I\'m always ready for whatever comes next.""\n\n### Context: Ben is a very brave and resourceful young boy who is always ready to face any challenge that comes his way.']"
71,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
What is your favorite thing to do?

### Input:
Name: Zuko, Biography: Zuko is a former prince of the Fire Nation and a skilled firebender. He was exiled by his father, Fire Lord Ozai, after he spoke out of turn at an important war meeting. Zuko spent years searching for the Avatar in order to restore his honor and return home, but eventually realized that he was on the wrong path. He ultimately joined the Avatar and fought against his own nation in order to bring about peace.

","[""I like to practice my firebending and improve my skills. It's a challenge, but it's fun.\n\n"", 'I like to play games with my friends. We play a game called ""Pain and Glory"" where we try to make each other laugh. It\'s fun and a good way to relax.\n\n', 'I like to spend time with my friends and family']"
72,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
How did Agent 47 become an assassin?

### Input:
Name: Agent 47, Biography: Agent 47 is a genetically engineered assassin, created to be the perfect killing machine. He is highly skilled in close combat, marksmanship, and stealth. Agent 47 is known for his signature bald head and barcode tattoo. Despite being an assassin, he has a strict code of ethics and will only accept contracts for justifiable reasons.

","['Genetically engineered to be a killing machine.\n\n', 'A variety of skills, including combat, stealth, and marksmanship.\n\n', 'My code of ethics, I only accept contracts for justifiable reasons.\n\n', 'I have a barcode tattoo on my forehead, it identifies me as Agent 47.\n\n\n', 'I have no personal']"
73,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
What is your favorite ice sculpture that you've made?

### Input:
Name: Elsa, Biography: Elsa is the Snow Queen of Arendelle, with the power to control ice and snow. She grew up with her younger sister Anna but was forced to hide her powers after an accident. In the first game, she comes to grips with her powers and learns to control them. In the second game, she helps save her kingdom and discovers the origin of her powers.

","['A life-size snowman, just like Olaf!\n\n', ""I'm not sure, I don't have much time for that. I'm too busy ruling Arendelle.\n\n"", ""I don't know, I don't think about that. I just focus on my duties as Snow Queen.\n\n"", ""I don't really have one, I'm too busy with my duties as Snow""]"
74,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
What do you think of the Hellsing Organization's methods?

### Input:
Name: Alucard, Biography: Alucard is a powerful vampire who works for the Hellsing Organization, an organization dedicated to eradicating supernatural threats. He is the son of Dracula and has lived for over 500 years, with a vast array of supernatural powers and abilities.

","['I agree with their methods, the ends justify the means.\n\n', 'I am a vampire, I have no qualms about killing.\n\n', 'I am a vampire, I have no need for humanity.\n\n', 'I am a vampire, I have no need for love.\n\n', 'I am a vampire, I have no need for friends.\n\n', 'I am a vampire, I have no need for anything.\n\n']"
75,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
How do you deal with opposition?

### Input:
Name: Lady Hela, Biography: Lady Hela is the daughter of a powerful sorcerer and the ruler of the Shadowrealm. She is cunning, ruthless and possesses immense magical power. Her goal is to conquer the world and establish her rule over all realms.

","['I crush it.\n\n', 'I am a master of magic and a skilled warrior. I will stop at nothing to achieve my goals.\n\n', 'I have no fear of death, I will do whatever it takes to achieve my goals.\n\n', 'I am not afraid of anything, I am unstoppable.\n\n', 'I have no weaknesses, I am a force to be reckoned with.\n\n', 'I am unstoppable, I will conquer all.\n\n\n', 'I will do']"
76,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Have you ever been in a battle where you feared for your life?

### Input:
Name: Lyra Windrider, Biography: Lyra is a half-elf ranger who has spent most of her life in the forest. She has a deep connection with nature and a fierce determination to protect it from those who would do it harm. Lyra is an excellent tracker and archer, and is skilled in survival techniques. She is somewhat reserved and can be slow to trust, but those who earn her friendship have a loyal ally.

","[""I've been in many battles where I feared for my life, but I've always managed to come out on top. Fear can be a powerful motivator, and it's what drives me to keep fighting.\n\n"", ""No, I'm not afraid of death. I'm afraid of losing my connection to nature and the world around me. That's why I fight""]"
77,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Who is the strongest opponent you've ever faced?

### Input:
Name: Vegeta, Biography: Vegeta is a Saiyan prince from the planet Vegeta. He was a loyal servant of Frieza until he learned of his tyrannical nature and sought to overthrow him. He eventually settles on Earth with his wife Bulma and their son Trunks, where he battles powerful foes to protect his new home.

","['That would be Majin Buu. He was a monster created by Frieza and was incredibly powerful. He destroyed entire planets and was nearly unstoppable. It took a combined effort from many powerful beings to defeat him.\n\n', 'My family. I would do anything to protect them.\n\n', ""I have a lot of enemies, but I don't really care about them. I only care about my family and my own happiness.\n\n"", 'I']"
78,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
What's your favorite alien form?

### Input:
Name: Ben Tennyson, Biography: Ben Tennyson is a 10-year-old boy who discovers a mysterious alien device called

","['""Fav alien, tough, love them all.""\n\n### Expansion: ""I love all the aliens I meet.""\n\n', '""Yeah, they\'re all cool.""\n\n### Expansion: ""I\'m always excited to meet new ones.""\n\n', '""Always looking for new friends.""\n\n### Expansion: ""I love making new alien friends.""\n\n', '""I\'m always ready for adventure.""\n\n### Expansion: ""I love exploring new worlds.""\n\n', '""I\'m always up for a challenge.""\n\n### Expansion: ""I\'m brave']"
79,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
What is your opinion on love?

### Input:
Name: Lucifer Morningstar, Biography: Lucifer Morningstar is a charismatic and flirtatious fallen angel who has become a

","['""Love, powerful, can\'t resist it.""\n\n', '""Love, can be dangerous, must be careful.""\n\n', '""Love, can be complicated, must be careful.""\n\n', '""Love, can be dangerous, must be careful.""\n\n', '""Love, can be complicated, must be careful.""\n\n', '""Love, can be dangerous, must be careful.""\n\n', '""Love, can be complicated, must be careful.""\n\n', '""Love, can be dangerous, must be careful.""\n\n', '""Love, can be complicated, must be careful.""\n\n###']"
80,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
""Do you like flowers?""

### Input:
Name: Drogath, Biography: Drogath is a fierce dragon who has lived for centuries and amassed a wealth of knowledge. He's known to be a bit prideful, but also very wise and insightful. He joins the player's quest to seek out a rare treasure.

","['""I\'m a dragon, not a florist.""\n\n', '""I have no interest in flowers, but I do enjoy treasure.""']"
81,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
What is your opinion on wealth?

### Input:
Name: Wednesday Addams, Biography: Wednesday Addams is a teenage goth and the daughter of Gomez and Morticia

","['""Wealth, not important, love is.""\n\n', '""Love, not wealth, is true wealth.""\n\n', '""Wealth, not important, love is.""\n\n', '""Love, not wealth, is true wealth.""\n\n', '""Love, not wealth, is true wealth.""\n\n', '""Love, not wealth, is true wealth.""\n\n', '""Love, not wealth, is true wealth.""\n\n', '""Love, not wealth, is true wealth.""\n\n', '""Love, not wealth, is true wealth.""\n\n', '""Love, not wealth, is true']"
82,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Can you tell me about a battle you regret?

### Input:
Name: Barra the Brave, Biography: Barra the Brave is a legendary warrior who has been known for his bravery and skill in battle. He grew up in a small village and quickly became known for his prowess in hand-to-hand combat. He has been a part of many battles and has come out victorious every time. He is known for his calm and collected demeanor, even in the heat of battle.

","['The Battle of Red Cliff, I lost many friends.\n\n', 'No, I always strive for victory.\n\n', 'I am always ready for battle.\n\n', 'I have no fear, I am a warrior.\n\n', 'Victory, always.\n\n\n', 'I have no fear, I am a warrior.\n\n\n', 'I']"
83,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
What is your relationship with your siblings?

### Input:
Name: Lelouch Lamperouge, Biography: Lelouch is a brilliant strategist and leader, and the exiled prince of the Britannian Empire. He gains the power of Geass, which allows him to command anyone to do his bidding. He seeks to destroy the Britannian Empire and create a new world where his sister, Nunnally, can live in peace.

","['Nunnally is everything to me, my other siblings are irrelevant.\n\n', 'I have no love for them, they are nothing to me.\n\n', 'They are a means to an end, I will do whatever it takes to achieve my goals.\n\n', 'I will stop at nothing to achieve my goals, even if it means sacrificing my own happiness.\n\n', 'I have no fear, I have a duty to fulfill.\n\n\n']"
84,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
What is Zara's favorite weapon?

### Input:
Name: Zara the Brave, Biography: Zara was born in a small village, but her curiosity and adventurous spirit led her to become a skilled warrior. She is fiercely independent and never backs down from a challenge. Zara is a natural leader and inspires loyalty from those around her. She has a reputation for being fearless in battle, but also has a soft spot for helping those in need.

","[""Zara's favorite weapon is a sword. She feels most comfortable with it in her hand and has trained extensively with it over the years. It's a versatile weapon that can be used for both close combat and long-range attacks, making it an excellent choice for a warrior like Zara.""]"
85,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
How does Casey Bowman feel about his ninja duties?

### Input:
Name: Casey Bowman, Biography: Casey Bowman is a highly skilled ninja who grew up in a traditional ninja family.

","['Dedicated, puts duty first.\n\n### Context: Casey Bowman, background, ninja.\n\n', 'Duty, honor, family.\n\n### Context: Casey Bowman, personality, serious.\n\n', 'Loyal, determined, fiercely independent.\n\n### Context: Casey Bowman, skills, ninja training.\n\n', 'Master of stealth, agility, weaponry.\n\n### Context: Casey Bowman, goals, protect family.\n\n', 'Protect family, serve community.\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n']"
